書名,作者,分類,狀態,按讚數,出版社,tag,,,,,連結,簡介
惡鬼補習班(04)沒有想像力是無法成為亡靈獵人的,望宸,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3478,"我是唐芯苗。
不久前剛知道自己上了本市排名第二的高級中學！
現在對於高中登記分發的結果很滿意，補習班的工作也上了軌道。
時間不知不覺間地前推進著，然後……
感謝老天，我終於能領人生第一筆薪水了！

一個多月過去了，唐芯苗總算捱到發薪日，但大大小小的災難依舊形影不離。
突然被抓去拜訪怪婆婆，帶了一堆死人才用得到的東西回來！
用塑膠袋打包薪水，回家路上居然遇到持掃把搶劫的高中少女！
還有神秘的蒙面人，一天到晚騷擾補習班！
甚至連雙胞胎中的弟弟「骨摧」，都對漸入危險的未來，做出了預言……"
穿越變蘿莉(13)致新生,白日幻夢,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3301,"林日揚看見了歷史原本的走向，怎是個慘字可形容得盡，他感覺自實驗意外以來，包括自己穿成小蘿莉的悲憤都受到了撫慰……

為了創造盤古世界的未來，首先林日揚得先──
『殺了日神』
『搞爆盤古大陸』
『創世神皇煙滅回歸為本源之力』

眾：『……你確定不是來滅世的嗎？！』
林日揚：毀滅，致他愛的人，一個不是未來的未來。"
我的女友是土方歲三？！,朱夏,奇幻科幻,完結,30,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2797,"看似平凡的大學生—矢守祐介，自幼就因夢中女鬼纏身而困擾不已。
在開學當天他被抓去當轉學生張宇伶的輔導員，此時張宇伶竟自稱自己是陰間使者，逼迫祐介協助尋找違法攜帶前世記憶轉世的末代武士—土方歲三。
這時，半路卻殺出自認是祐介前世情人的學妹佐佐木加奈。
在兩女的夾擊下，祐介的前世記憶漸漸浮現，他坦承自己就是土方歲三，而加奈則是自己前世拋棄的情人。
但沒想到加奈聽見他這麼一說，竟表明自己才是真正的土方歲三，而祐介是她的前世情人？！
為了釐清誰才是真正的土方歲三，祐介和兩女共同踏上尋回記憶的旅程……"
惡鬼補習班(03)年年中元都有刺激無比的員工旅遊,望宸,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3477,"我是唐芯苗。
惡鬼補習班招生組工讀生，負責的工作是電話訪問、打雜、跑腿和……
所有同事都不想做的苦差事！

喔嗚，好想放假喔，聽說中元節是鬼魂間最重要的節日。
可是為什麼我連中元節都沒有假放呢？
我一點都不想去什麼兩天一夜的中元節員工旅遊啊啊啊啊！

唐芯苗在補習班的工作漸漸穩定，和同事相處也熟悉了起來。
這種時候，就更需要員工旅遊來增進彼此間的感情了！
一年一度的中元節員工旅遊，這次朝著濱海的水上樂園前進！
藍天、大海、草帽、沙灘排球、棕櫚樹、花襯衫、椰子水和比基尼泳裝……
誰說鬼魂不能在大太陽底下瘋狂玩滑水道呢？"
黃泉之狩 第二部(08)終曲(END),貓邏,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3469,"最後的戰役即將展開，為了這象徵正義與邪惡的一戰，死神殿一干人摩拳擦掌以待。
「殺啊啊啊──」

刀光交錯，寒芒閃爍，帶起了一片死亡的陰影。
殺聲響徹雲霄，爆炸聲接二連三的響起，靈魂的殘片化為點點星芒散落於天地之間。
兩名傷兵半坐半躺地靠在一起，一個被削去了半邊身體，一個被扯斷了兩條腿，他們喘著氣、唇邊淌著血，手上握緊了炸彈的拉弦，齜牙咧嘴地笑著，等著死亡的到來。
「殺一個夠本，殺死兩個就賺一個！」被削去半邊身體的死神獰笑道。
「呵呵，至少要拽上四個，才有臉去見死在前頭的弟兄……」

儘管已經傷痕累累，在生命的最後一刻，他們的意志依然沒有動搖，仍然堅守著刻進靈魂裡的驕傲與頑強！
他們可以戰死、可以被殺死，卻沒人能讓他們退縮與屈服！
「為了榮耀！」
「為了家園！」
「死戰不退！」"
青青何盼草(03)躲不掉的麻煩,姒情,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3267,"「青海，其實你不必對我這麼好。」
「不對妳好要對誰好？」大神皺眉。
「先聽我說完，這些話我只說這麼一次。」
何盼盼回想第一次被搶圖王、第一次被玩家殺死、第一次被通緝、第一次包間跟人同居、第一次繫紅繩、第一次首殺上電視……
好多的第一次，都是和這個她曾經討厭的人一起。

「你說，這算不算是一種緣份？」
大神不語，只是靜靜地望著小小人兒，深黑色的眸子清澈如水。
「我只是想說，無論是誰，對我來說都只是一個普通玩家，而你卻是跟我繫了紅繩的夫君」，揚起嘴角，何盼盼自信地重複一遍，「我凌風草的夫君。」"
黃泉之狩 第二部(02)牽扯,貓邏,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3411,"收集器官是為了保命？
鬥毆、吸毒、無端陷入昏迷的新聞事件背後，另有真相？
之前發現的異種，不過是真相的最末端、拼圖的一小塊。
藏身於黑暗的幕後黑手，究竟有什麼意圖？

喂喂！叫我打掃煮飯、陪你抓妖抓姦、騙人坑錢外加搶劫，還叫我陪你逛街、打電動？
給老娘我聽清楚！我不是僕人、不是道士、不是詐騙集團，更不是「伴遊小姐」！
你這根本是虐待勞工！小心我去告你喔！

不過才第一集，女主角就失去了雙眼，個性鮮明的角色與神祕人物隨著劇情發展陸續出現，令人驚奇、出乎意料的故事轉折，更是讓看官們大吃一驚！

究竟季薰是否能夠順利取回眼睛？
運送者川羯拿取他人器官的目的是什麼？
神祕的敵人與事件究竟為何？

一連串的謎題將在接下來的劇情中陸續揭曉。
請大家千萬不要錯過了喔！"
黃泉之狩 第二部(03)鬼門,貓邏,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3425,"曾經見過一次的門扉再度出現在季薰等人面前，門扉裡的世界是如此匪夷所思，讓季薰更沒想到的是，在那裡她竟然見到了……

所謂的「全智之眼」究竟是什麼？
這個空間又是怎麼形成的？
而她又為什麼不受影響？
種種的謎團，繞在季薰身上，將她埋入迷霧之中。

圓滾滾的金棕色大眼透著迷惘，小小地腦袋左右移動了下，將圍繞在他身邊的幾人一一看過，而後男孩的目光定在季薰身上，稚氣的臉蛋上露出一個純真笑靨。
「媽媽！」
「噗！咳咳咳……」端著一杯咖啡才剛喝下的魈，被嗆了好大一口。
「水、水色，他、他他叫我、叫我……」指著從地上坐起身的小孩，季薰的表情僵硬，手指微微發抖。

亂了、亂了，怎麼會這樣？照理說這個孩子不應該……"
歡迎來到『魔物之森』便利商店(01)不知道為什麼老是走到「魔物的便利商店」,雷明,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3197,"這是個魔物和人類姑且算是和平共存的現代社會，冒險者這個職業也因為魔王的城堡仍然佇立、低薪的問題日益嚴重，因此這個職業依舊存在。
傳說中在一個住滿魔物和怪物的森林中，有一間名為『魔物之森』便利商店，裡面充滿各式各樣的奇怪且稀有的夢幻商品。這間便利商店，雖然主要的客群當然是住在魔物之森中的魔物們，但在冒險者之中也擁有不小的人氣。
然而並沒有人知道這間便利商店的確切位置，只是當你迷失在森林中，需要它之際，便利商店就會出現在你面前。
不過伊魯，這個普通到不行，甚至可以說是完全不顯眼的冒險者，似乎被這間便利商店給祝福（？），不管他怎麼走，總是會進到那間便利商店。
不管是去森林冒險、到公會找工作、到旁邊的雜貨店買醬油，甚至只是從房間走到廁所，伊魯總是有辦法來到這間便利商店。
而且不知道為什麼便利商店的客人，似乎不是很喜歡伊魯的樣子，尤其是店長帕蕾西亞，每次看到伊魯總是會想欺負他……"
對手被隕石砸死難道是我的錯嗎？(02)冒險者傳說,南翁,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/2943,"柯恩表示，冒險者的生活真的很不簡單，舉幾個例子來說明吧。

一、明明就想當騎士卻因為不小心尾刀了別人的魔獸而變成冒險者，受到敵視而且被公認為冒險者。
二、明明就只是路過卻重複尾刀了同一個人的獵物，並被視為眼中釘，然後大家還是把他當成冒險者。
三、明明就已經打倒最可怕的對手了，卻被人尾刀把功勞整碗拿走，結果也沒有被正名不是冒險者。

最後，已經放棄解釋自己想成為騎士的柯恩，在不斷地不想撿人尾刀卻莫名撿人尾刀、自己打敗的敵人卻被人撿了尾刀之後，忍不住嘆道：「唉，對手被人撿尾刀難道是我的錯嗎？」"
制約天使(02)雙重憑者與兩依者,DARK櫻薰,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3595,"天使大人的事件告一段落，冷揆言的網路占卜師網頁又收到了一封奇怪的訊息。
繼「必死三問」之後，訊息拐彎抹角的讓他查到了「捉迷藏」遊戲，冷揆言深深覺得，這些學生──不對，這些憑者到底有多愛怪談呀！
只是這一次的怪談有點奇妙，訊息不清不楚的，還弄得好像人人都是犯人，這讓冷揆言有了案情不單純的錯覺。
難道，這事件又跟「天使大人」有關？"
超超能力者NOT日常生活權(03)指鹿為馬的人工智慧論,二迴林,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3142,"為了防止意外發生，為了守護世界和平，人造機器人木蘭，從今天起要和空之上一塊兒上學、一塊兒生活──附上滿滿的機槍、飛彈以及武裝喔！
不過可怕的不是武器，可怕的是趕鴨子上架的她……竟然沒有腳！難道政府高層認為腳只是裝飾嗎？
好在她還有一根竿子，插著履帶輪。

嗯……如此美好的模樣，自然嚇壞了空之上班上所有的人，無法接受這位新同學的聲音隨之席捲而來。
然而空之上一出手，便知有沒有。他拯救了木蘭，證明她有顆少女之心。
接著，木蘭產生了改變──

「窩、倭、我……沒有心，窩、倭、我……想要有心。」

天下最強的日常生活喜劇第三彈！關於機器人有沒有心那件事──不就是人類說的算嗎？"
我的蘿莉勇者變御姊(04)小特務大英雄,雷明,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3298,"「要是你敢對公主陛下亂來，莎比就閹了你這個老百姓。」

因為上次的校慶事件，讓大家以為莎比已經死了，而跟她關係最好的伊莉莎白公主，也因此非常難過。
為了要讓她打起精神，於是艾赫把她約出去散散心，然而就在艾赫跟伊莉莎白約會的時候，原以為已經死掉的莎比卻冒了出來，警告艾赫不要對伊莉莎白毛手毛腳，也叫他好好的照顧她，說完之後就這樣消失在艾赫的眼前。
但是莎比的再次出現，也把意想不到的敵人，也帶到了艾赫的身邊。
同時魔族消失的祕密與勇者被封印的歷史，也將隨著這來自海外的敵人，慢慢揭開謎底。
得知過往歷史的艾赫，又該如何面對襲來的魔族以及勇者過去的祕密呢？"
守衛龍騎(04)誓約&背叛,鬱兔,奇幻科幻,完結,0,飛燕文創,奇幻,,,,,https://mojoin.com/novels/2438,"終於成功勸退花婗退出公會，但竟然意外發現花婗早就對索伊一見鍾情，花婗甚至還開始製作大量黑暗料理要阿修幫忙「試毒」，讓阿修苦惱不已。

席娜終於來到普雷特公會報到了，而阿修與席娜舊地重遊，由神奇的寶石所製造出的回憶幻境之中，阿修終於見到朱牙了。
他深感自己比不上朱牙，但阿修發誓絕對不會讓席娜獨自一人，席娜被他的精神所感動，決定讓阿修成為自己第二任專屬騎士。

阿修已經找到自己想守護的人事物，但卻也懷疑自己是否真有這能力做到這一切，但與主使團的衝突已經白熱化，而主使團團長也確實是席娜的血親，但卻只一心想奪走她的寶物，普雷特公會等人只能逃亡至西北岸的古塔避難。

重重困難之下，阿修是否能從絕對權威者手中守護普雷特公會與席娜公主呢？"
終焉之島X兵器少女(04)絕對孤傲的獅子女王,八爪魚,奇幻科幻,完結,0,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3263,"對決！
不信命運的人VS認定自己就是命運的人！

當狂獅子帶著超越奇蹟的暴力降臨，
昔日階下囚，成為今日最大敵人。

帝國軍步步進逼，反抗軍節節敗退，
King知道，也許這一次，光靠奇蹟已無法獲勝。

「那我就超越奇蹟吧。」天拓笑了。"
萌物娘使用手冊(05)竹取未完物語(END),午夜藍,奇幻科幻,完結,50,飛燕文創,奇幻,科幻,,,,https://mojoin.com/novels/3347/176278,"「但是，故事並沒有結束，到此還沒結束喔。」
「開始吧，屬於我們的……」
「未完的物語。」

這一切，或許該從故事的開頭說起。
讓月光也能暫時失色的那位銀髮女孩，降生到這世界的最初談起……"
